donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D3334,Food,627,2684,Kolkata,Orphanage
D3335,Health,663,4528,Chennai,Orphanage
D3336,Shelter,738,4666,Mumbai,NGO
D3337,"Arts,Shelter",792,4889,Delhi,Orphanage
D3338,"Arts,Education",883,2811,Bangalore,NGO
D3339,"Arts,Health",847,3662,Delhi,Orphanage
D3340,Health,702,2283,Bangalore,Orphanage
D3341,"Food,Health",953,4698,Delhi,Orphanage
D3342,"Education,Shelter",936,4131,Delhi,NGO
D3343,"Arts,Education",627,3709,Bangalore,Orphanage
D3344,Education,692,4793,Delhi,Orphanage
D3345,"Health,Food",878,3026,Mumbai,Orphanage
D3346,Arts,990,4089,Delhi,NGO
D3347,"Education,Health",690,2130,Bangalore,Orphanage
D3348,"Education,Shelter",843,2945,Chennai,NGO
D3349,"Health,Shelter",534,2833,Bangalore,Orphanage
D3350,"Food,Arts",852,2546,Mumbai,Orphanage
D3351,Education,693,3849,Mumbai,NGO
D3352,"Education,Shelter",901,4705,Delhi,Orphanage
D3353,Shelter,694,4034,Mumbai,NGO
D3354,"Food,Shelter",772,3695,Kolkata,Orphanage
D3355,"Education,Health",717,3532,Chennai,Orphanage
D3356,"Shelter,Food",876,4897,Kolkata,NGO
D3357,"Education,Shelter",946,3746,Chennai,NGO
D3358,Shelter,823,2707,Delhi,NGO
D3359,Food,786,3450,Bangalore,NGO
D3360,"Food,Education",846,3638,Mumbai,NGO
D3361,"Health,Arts",943,4968,Delhi,Orphanage
D3362,"Education,Food",768,3127,Chennai,Orphanage
D3363,"Shelter,Health",637,4900,Bangalore,NGO
D3364,"Shelter,Arts",815,2604,Bangalore,Orphanage
D3365,"Health,Education",838,2828,Mumbai,Orphanage
D3366,Health,579,2951,Kolkata,NGO
D3367,Shelter,610,3685,Chennai,NGO
D3368,Food,773,2651,Delhi,Orphanage
D3369,"Shelter,Education",874,3429,Kolkata,Orphanage
D3370,"Food,Shelter",935,4330,Delhi,NGO
D3371,Arts,819,2203,Kolkata,NGO
D3372,"Food,Health",937,4389,Mumbai,Orphanage
D3373,"Health,Arts",847,2089,Mumbai,Orphanage
D3374,"Shelter,Education",791,3366,Kolkata,NGO
D3375,"Food,Arts",587,3877,Chennai,Orphanage
D3376,"Education,Food",548,4498,Delhi,NGO
D3377,Food,967,3687,Delhi,Orphanage
D3378,Arts,972,2869,Kolkata,Orphanage
D3379,"Shelter,Health",973,4460,Delhi,NGO
D3380,"Arts,Health",701,2716,Kolkata,NGO
D3381,Shelter,905,4173,Chennai,NGO
D3382,Education,511,3215,Chennai,NGO
D3383,Food,788,4139,Mumbai,Orphanage
D3384,Health,553,3359,Chennai,Orphanage
D3385,"Shelter,Food",872,4021,Chennai,Orphanage
D3386,"Shelter,Education",743,3205,Kolkata,NGO
D3387,Shelter,870,4407,Kolkata,NGO
D3388,"Education,Shelter",827,4226,Delhi,Orphanage
D3389,"Arts,Education",758,2831,Chennai,NGO
D3390,"Education,Food",686,3884,Bangalore,Orphanage
D3391,"Shelter,Health",829,3256,Chennai,NGO
D3392,"Education,Arts",547,4911,Kolkata,NGO
D3393,Shelter,768,4156,Delhi,Orphanage
D3394,"Health,Arts",534,4296,Mumbai,NGO
D3395,Shelter,596,2498,Bangalore,NGO
D3396,Education,993,2511,Delhi,Orphanage
D3397,"Food,Shelter",602,2912,Mumbai,NGO
D3398,Health,745,3719,Bangalore,NGO
D3399,Shelter,778,4181,Delhi,NGO
D3400,"Health,Education",840,3260,Mumbai,NGO
D3401,Food,780,4068,Mumbai,NGO
D3402,Shelter,711,2676,Kolkata,Orphanage
D3403,"Shelter,Health",652,2358,Bangalore,Orphanage
D3404,"Shelter,Arts",932,4862,Bangalore,Orphanage
D3405,"Food,Shelter",552,4517,Chennai,Orphanage
D3406,"Arts,Health",694,3555,Delhi,Orphanage
D3407,Food,652,2463,Chennai,Orphanage
D3408,Food,826,2110,Bangalore,Orphanage
D3409,"Food,Health",764,3423,Mumbai,Orphanage
D3410,Health,950,4296,Chennai,NGO
D3411,Shelter,813,2701,Delhi,NGO
D3412,"Health,Arts",604,3853,Chennai,Orphanage
D3413,Education,680,3265,Chennai,Orphanage
D3414,"Health,Education",697,3640,Chennai,NGO
D3415,"Shelter,Health",707,4167,Chennai,Orphanage
D3416,"Health,Food",888,3263,Bangalore,Orphanage
D3417,"Food,Education",849,4807,Chennai,Orphanage
D3418,Health,795,2963,Delhi,Orphanage
D3419,Health,533,2554,Mumbai,Orphanage
D3420,"Food,Education",651,2308,Mumbai,NGO
D3421,Arts,777,3916,Delhi,NGO
D3422,Shelter,699,2275,Bangalore,NGO
D3423,"Arts,Shelter",973,4006,Chennai,Orphanage
D3424,"Food,Shelter",777,2522,Mumbai,NGO
D3425,Health,773,3195,Kolkata,NGO
D3426,"Health,Food",575,2848,Bangalore,Orphanage
D3427,"Food,Health",654,4137,Bangalore,Orphanage
D3428,"Food,Arts",963,2236,Delhi,Orphanage
D3429,"Arts,Shelter",857,3609,Delhi,NGO
D3430,Shelter,586,3578,Chennai,NGO
D3431,"Arts,Food",793,3053,Mumbai,NGO
D3432,Arts,977,3497,Kolkata,Orphanage
D3433,"Arts,Food",699,3692,Mumbai,Orphanage
D3434,"Shelter,Arts",566,3977,Delhi,Orphanage
D3435,"Shelter,Arts",812,3223,Kolkata,NGO
D3436,Arts,724,2692,Mumbai,NGO
D3437,"Food,Education",519,2491,Chennai,Orphanage
D3438,Education,577,4040,Mumbai,NGO
D3439,Shelter,695,2275,Bangalore,NGO
D3440,Food,749,4752,Bangalore,Orphanage
D3441,"Arts,Health",621,4291,Delhi,Orphanage
D3442,Food,659,4402,Chennai,NGO
D3443,Arts,841,4615,Chennai,NGO
D3444,Education,552,3191,Chennai,NGO
D3445,Shelter,586,4504,Mumbai,Orphanage
D3446,Health,886,2427,Kolkata,NGO
D3447,"Shelter,Food",774,3938,Mumbai,Orphanage
D3448,"Food,Health",524,4559,Chennai,Orphanage
D3449,"Education,Health",810,2446,Kolkata,Orphanage
D3450,"Shelter,Arts",839,4661,Chennai,NGO
D3451,"Shelter,Health",603,3956,Chennai,NGO
D3452,"Arts,Shelter",678,2083,Delhi,NGO
D3453,"Arts,Food",601,4658,Kolkata,NGO
D3454,"Shelter,Arts",948,4744,Mumbai,NGO
D3455,"Shelter,Health",983,2726,Bangalore,Orphanage
D3456,"Shelter,Health",943,3692,Kolkata,NGO
D3457,"Health,Education",532,3043,Kolkata,NGO
D3458,Arts,810,2528,Kolkata,NGO
D3459,"Education,Shelter",603,3426,Delhi,Orphanage
D3460,Food,803,3761,Bangalore,NGO
D3461,Shelter,719,4387,Bangalore,Orphanage
D3462,"Education,Health",582,4301,Mumbai,Orphanage
D3463,"Arts,Food",733,4591,Delhi,NGO
D3464,"Arts,Food",540,3319,Delhi,Orphanage
D3465,"Shelter,Health",723,4373,Mumbai,Orphanage
D3466,"Arts,Food",714,2667,Delhi,NGO
D3467,Food,816,3925,Mumbai,NGO
D3468,"Education,Health",605,4212,Bangalore,Orphanage
D3469,"Arts,Food",758,3031,Bangalore,NGO
D3470,"Arts,Shelter",999,2436,Delhi,Orphanage
D3471,"Health,Education",957,2980,Delhi,Orphanage
D3472,"Shelter,Health",617,3343,Delhi,Orphanage
D3473,Food,580,4593,Delhi,Orphanage
D3474,"Food,Education",672,4133,Kolkata,NGO
D3475,Arts,622,3029,Kolkata,NGO
D3476,Food,614,2134,Bangalore,NGO
D3477,Education,825,3576,Delhi,Orphanage
D3478,Education,537,2881,Kolkata,NGO
D3479,Food,701,3132,Mumbai,Orphanage
D3480,"Shelter,Education",616,2903,Chennai,NGO
D3481,Health,626,2271,Kolkata,Orphanage
D3482,"Shelter,Health",569,3488,Chennai,NGO
D3483,Arts,805,4097,Mumbai,NGO
D3484,Health,726,2725,Bangalore,Orphanage
D3485,"Shelter,Health",638,4179,Bangalore,Orphanage
D3486,Arts,927,3838,Kolkata,Orphanage
D3487,Education,880,4514,Mumbai,Orphanage
D3488,Arts,831,2164,Bangalore,NGO
D3489,Arts,511,4531,Chennai,NGO
D3490,"Food,Shelter",570,3525,Kolkata,Orphanage
D3491,Food,917,4641,Kolkata,NGO
D3492,"Health,Education",879,4224,Delhi,Orphanage
D3493,"Education,Food",855,4025,Delhi,Orphanage
D3494,"Health,Arts",711,4433,Delhi,NGO
D3495,"Shelter,Food",553,4938,Chennai,Orphanage
D3496,Education,847,2590,Delhi,Orphanage
D3497,"Shelter,Food",798,4647,Chennai,Orphanage
D3498,"Shelter,Education",937,2392,Kolkata,NGO
D3499,Arts,596,2210,Chennai,Orphanage
D3500,"Health,Food",975,2382,Chennai,NGO
D3501,"Food,Arts",513,4246,Chennai,NGO
D3502,Arts,672,3258,Chennai,Orphanage
D3503,Education,551,2919,Bangalore,Orphanage
D3504,"Arts,Education",762,2086,Kolkata,Orphanage
D3505,Shelter,729,2184,Kolkata,NGO
D3506,"Arts,Shelter",566,4629,Bangalore,Orphanage
D3507,"Food,Health",874,3259,Mumbai,NGO
D3508,Arts,793,3530,Kolkata,Orphanage
D3509,Arts,878,2564,Delhi,NGO
D3510,"Shelter,Arts",678,2133,Bangalore,NGO
D3511,Education,737,2886,Kolkata,NGO
D3512,Shelter,547,4024,Chennai,NGO
D3513,Food,982,3913,Chennai,Orphanage
D3514,Health,897,2340,Kolkata,NGO
D3515,Education,906,2058,Bangalore,Orphanage
D3516,Shelter,637,3634,Delhi,NGO
D3517,"Education,Arts",691,4668,Bangalore,NGO
D3518,Food,869,2872,Bangalore,NGO
D3519,Shelter,759,2108,Chennai,NGO
D3520,Food,979,4479,Chennai,NGO
D3521,Arts,875,2245,Mumbai,NGO
D3522,"Shelter,Food",503,2755,Mumbai,NGO
D3523,"Food,Arts",659,3670,Bangalore,Orphanage
D3524,"Arts,Shelter",657,4155,Chennai,NGO
D3525,"Arts,Education",599,2097,Chennai,NGO
D3526,Food,699,4979,Chennai,Orphanage
D3527,"Food,Arts",760,4826,Bangalore,Orphanage
D3528,"Health,Education",725,2095,Kolkata,NGO
D3529,"Food,Shelter",537,3732,Delhi,Orphanage
D3530,Shelter,563,3107,Delhi,Orphanage
D3531,"Education,Arts",687,2813,Kolkata,Orphanage
D3532,Health,850,4168,Kolkata,Orphanage
D3533,Education,714,4012,Bangalore,Orphanage
D3534,"Shelter,Food",524,2226,Chennai,Orphanage
D3535,"Shelter,Education",732,4677,Kolkata,NGO
D3536,Arts,825,2180,Delhi,Orphanage
D3537,Shelter,636,2405,Kolkata,NGO
D3538,Education,759,2372,Mumbai,NGO
D3539,"Arts,Shelter",971,2765,Kolkata,Orphanage
D3540,"Shelter,Food",555,4347,Bangalore,Orphanage
D3541,Shelter,793,2930,Mumbai,NGO
D3542,"Shelter,Food",647,3988,Chennai,NGO
D3543,Shelter,994,4494,Delhi,Orphanage
D3544,Food,865,4693,Bangalore,NGO
D3545,"Arts,Health",719,3758,Chennai,NGO
D3546,Arts,826,4073,Bangalore,Orphanage
D3547,"Shelter,Arts",537,2940,Kolkata,NGO
D3548,"Shelter,Arts",607,3007,Kolkata,Orphanage
D3549,"Shelter,Health",765,4870,Delhi,Orphanage
D3550,Shelter,756,3420,Mumbai,NGO
D3551,"Shelter,Food",895,3122,Mumbai,Orphanage
D3552,Arts,746,4783,Bangalore,NGO
D3553,Shelter,941,2405,Bangalore,Orphanage
D3554,"Shelter,Arts",971,2655,Mumbai,NGO
D3555,"Education,Health",793,3002,Delhi,NGO
D3556,Shelter,766,2178,Mumbai,Orphanage
D3557,"Shelter,Arts",504,3619,Delhi,NGO
D3558,Health,893,4607,Bangalore,NGO
D3559,Food,534,2206,Bangalore,NGO
D3560,"Health,Shelter",736,3900,Bangalore,Orphanage
D3561,Education,815,2130,Delhi,Orphanage
D3562,"Shelter,Health",504,3572,Kolkata,Orphanage
D3563,Health,783,3401,Mumbai,NGO
D3564,Arts,590,3945,Kolkata,Orphanage
D3565,"Food,Shelter",582,2497,Chennai,NGO
D3566,"Shelter,Food",814,2869,Chennai,Orphanage
D3567,Arts,795,4260,Chennai,NGO
D3568,Arts,952,3487,Chennai,NGO
D3569,"Arts,Food",704,2296,Mumbai,NGO
D3570,"Food,Shelter",542,2767,Mumbai,NGO
D3571,Arts,625,4178,Kolkata,NGO
D3572,Arts,810,2391,Kolkata,NGO
D3573,"Health,Shelter",882,4571,Mumbai,Orphanage
D3574,Health,644,4569,Delhi,Orphanage
D3575,"Health,Education",649,3827,Chennai,NGO
D3576,Shelter,587,2474,Bangalore,NGO
D3577,Shelter,888,3236,Bangalore,NGO
D3578,Arts,639,4582,Kolkata,NGO
D3579,Arts,701,2798,Chennai,NGO
D3580,"Food,Shelter",898,3493,Delhi,NGO
D3581,Education,834,4971,Kolkata,Orphanage
D3582,"Shelter,Arts",848,2137,Bangalore,Orphanage
D3583,"Health,Education",802,4158,Chennai,Orphanage
D3584,Food,949,3157,Chennai,Orphanage
D3585,Education,734,2491,Chennai,Orphanage
D3586,"Food,Education",836,3938,Kolkata,NGO
D3587,"Education,Food",999,2870,Bangalore,Orphanage
D3588,Health,521,2848,Kolkata,Orphanage
D3589,Health,978,2794,Kolkata,Orphanage
D3590,Arts,735,3691,Chennai,Orphanage
D3591,Food,943,4620,Mumbai,Orphanage
D3592,"Arts,Shelter",945,4839,Bangalore,Orphanage
D3593,"Food,Health",691,4959,Kolkata,NGO
D3594,"Food,Health",696,4031,Bangalore,Orphanage
D3595,Health,909,4801,Kolkata,Orphanage
D3596,"Health,Food",763,4272,Mumbai,NGO
D3597,Shelter,712,2653,Bangalore,NGO
D3598,Education,503,4617,Bangalore,Orphanage
D3599,"Arts,Education",817,4376,Chennai,Orphanage
D3600,"Food,Education",963,2547,Chennai,Orphanage
D3601,Arts,571,4314,Kolkata,NGO
D3602,Health,958,2667,Bangalore,Orphanage
D3603,"Food,Arts",675,3229,Bangalore,Orphanage
D3604,"Food,Arts",797,4172,Mumbai,Orphanage
D3605,"Education,Health",585,4272,Mumbai,Orphanage
D3606,"Food,Education",866,2910,Chennai,Orphanage
D3607,"Health,Arts",584,4978,Delhi,NGO
D3608,Food,826,3307,Mumbai,NGO
D3609,Shelter,569,4915,Bangalore,Orphanage
D3610,"Shelter,Food",954,3105,Delhi,Orphanage
D3611,Shelter,576,3749,Mumbai,NGO
D3612,Health,784,2912,Bangalore,Orphanage
D3613,"Education,Shelter",625,3253,Kolkata,NGO
D3614,"Food,Health",662,4746,Kolkata,Orphanage
D3615,"Shelter,Education",571,2717,Kolkata,Orphanage
D3616,Health,639,3765,Delhi,Orphanage
D3617,"Arts,Shelter",946,4672,Chennai,NGO
D3618,Arts,941,3849,Delhi,Orphanage
D3619,"Education,Shelter",784,2943,Chennai,Orphanage
D3620,Education,649,2085,Delhi,Orphanage
D3621,"Education,Shelter",668,2574,Delhi,NGO
D3622,Health,652,4167,Kolkata,Orphanage
D3623,"Food,Health",766,3740,Bangalore,NGO
D3624,"Education,Health",690,4786,Bangalore,Orphanage
D3625,"Health,Food",663,3750,Mumbai,Orphanage
D3626,Food,945,4470,Delhi,Orphanage
D3627,Shelter,962,2725,Mumbai,Orphanage
D3628,Shelter,963,2484,Chennai,Orphanage
D3629,Food,677,4412,Kolkata,Orphanage
D3630,"Health,Education",576,3070,Bangalore,NGO
D3631,Shelter,624,2387,Delhi,Orphanage
D3632,"Arts,Shelter",646,2348,Bangalore,NGO
D3633,"Arts,Education",505,3822,Chennai,Orphanage
D3634,Education,931,2830,Delhi,Orphanage
D3635,"Shelter,Education",675,3606,Bangalore,Orphanage
D3636,Shelter,791,3397,Delhi,Orphanage
D3637,Health,973,3054,Chennai,NGO
D3638,"Education,Shelter",778,4188,Bangalore,NGO
D3639,Food,796,2938,Delhi,Orphanage
D3640,"Food,Health",1000,3699,Mumbai,NGO
D3641,Shelter,606,4217,Mumbai,Orphanage
D3642,Education,905,2581,Mumbai,Orphanage
D3643,"Health,Education",975,3959,Mumbai,Orphanage
D3644,"Health,Arts",739,2365,Bangalore,Orphanage
D3645,Shelter,729,2071,Delhi,NGO
D3646,Health,948,4098,Kolkata,NGO
D3647,"Arts,Food",953,2791,Kolkata,NGO
D3648,"Health,Arts",966,2332,Delhi,NGO
D3649,"Arts,Food",880,2425,Chennai,Orphanage
D3650,Arts,659,4420,Mumbai,NGO
D3651,"Shelter,Food",804,4892,Delhi,NGO
D3652,"Health,Shelter",533,4604,Mumbai,NGO
D3653,Health,934,3413,Delhi,NGO
D3654,Health,685,4412,Chennai,NGO
D3655,Shelter,590,4398,Kolkata,Orphanage
D3656,Shelter,622,4143,Delhi,NGO
D3657,Food,647,2146,Chennai,Orphanage
D3658,Arts,538,3041,Chennai,NGO
D3659,Shelter,578,3990,Bangalore,NGO
D3660,"Shelter,Arts",748,4531,Chennai,NGO
D3661,Shelter,801,2979,Bangalore,Orphanage
D3662,Food,869,4585,Delhi,NGO
D3663,"Health,Arts",969,4017,Delhi,Orphanage
D3664,"Shelter,Food",590,4481,Bangalore,Orphanage
D3665,"Food,Education",526,4384,Bangalore,Orphanage
D3666,Shelter,528,3099,Kolkata,NGO
D3667,"Health,Education",804,4099,Mumbai,Orphanage
D3668,"Shelter,Food",841,3190,Mumbai,NGO
D3669,Arts,701,3221,Chennai,Orphanage
D3670,"Education,Food",822,4123,Mumbai,NGO
D3671,Arts,941,4375,Bangalore,Orphanage
D3672,"Food,Education",972,4882,Bangalore,Orphanage
D3673,Food,995,3331,Delhi,Orphanage
D3674,Health,644,2892,Bangalore,Orphanage
D3675,"Health,Food",581,3224,Bangalore,NGO
D3676,Health,660,2807,Mumbai,NGO
D3677,Education,650,4648,Chennai,NGO
D3678,Food,707,3335,Kolkata,NGO
D3679,Food,939,4234,Chennai,NGO
D3680,Food,753,3725,Mumbai,Orphanage
D3681,"Shelter,Health",712,2232,Kolkata,Orphanage
D3682,"Arts,Education",862,4827,Kolkata,Orphanage
D3683,Health,605,3727,Chennai,Orphanage
D3684,Shelter,625,4044,Bangalore,Orphanage
D3685,"Health,Shelter",532,4239,Delhi,NGO
D3686,"Education,Food",868,4535,Delhi,NGO
D3687,Food,898,4037,Kolkata,NGO
D3688,Shelter,843,3939,Delhi,Orphanage
D3689,"Shelter,Education",919,2478,Bangalore,Orphanage
D3690,Health,549,3068,Mumbai,NGO
D3691,Education,611,2091,Mumbai,Orphanage
D3692,Shelter,855,2280,Kolkata,NGO
D3693,Shelter,606,4363,Bangalore,Orphanage
D3694,Arts,516,3027,Bangalore,NGO
D3695,"Health,Food",963,2227,Kolkata,Orphanage
D3696,Food,831,4231,Delhi,NGO
D3697,Health,561,4896,Chennai,Orphanage
D3698,"Shelter,Arts",687,4201,Kolkata,Orphanage
D3699,Arts,720,3024,Chennai,NGO
D3700,"Shelter,Health",848,4641,Mumbai,NGO
D3701,Shelter,905,3111,Delhi,NGO
D3702,Food,520,4311,Mumbai,Orphanage
D3703,"Health,Education",848,2832,Bangalore,NGO
D3704,Education,727,3288,Chennai,Orphanage
D3705,"Arts,Health",937,4302,Bangalore,Orphanage
D3706,Health,808,4003,Bangalore,Orphanage
D3707,Food,543,2512,Bangalore,NGO
D3708,Arts,947,2773,Chennai,NGO
D3709,"Education,Health",578,2031,Chennai,NGO
D3710,Education,975,2716,Delhi,Orphanage
D3711,"Education,Food",869,4762,Kolkata,Orphanage
D3712,"Shelter,Arts",727,2080,Bangalore,NGO
D3713,Health,854,4743,Delhi,NGO
D3714,"Shelter,Education",924,3437,Chennai,NGO
D3715,"Education,Food",808,4759,Bangalore,Orphanage
D3716,"Health,Shelter",676,4760,Delhi,Orphanage
D3717,"Health,Shelter",613,4299,Bangalore,Orphanage
D3718,Shelter,867,4713,Mumbai,NGO
D3719,"Education,Shelter",735,3063,Kolkata,NGO
D3720,Shelter,990,4969,Mumbai,NGO
D3721,Food,817,2067,Kolkata,NGO
D3722,Education,813,2235,Chennai,Orphanage
D3723,"Education,Health",682,4792,Chennai,Orphanage
D3724,"Food,Education",716,2433,Bangalore,Orphanage
D3725,Food,888,2411,Chennai,NGO
D3726,"Arts,Education",703,3759,Mumbai,NGO
D3727,"Education,Arts",576,3278,Chennai,Orphanage
D3728,"Food,Health",591,2913,Bangalore,NGO
D3729,Shelter,841,4776,Kolkata,NGO
D3730,"Education,Shelter",958,2325,Delhi,Orphanage
D3731,Education,652,2906,Bangalore,NGO
D3732,"Education,Arts",790,3471,Bangalore,Orphanage
D3733,Health,660,2952,Delhi,NGO
D3734,Education,601,2745,Mumbai,Orphanage
D3735,Shelter,837,3897,Mumbai,NGO
D3736,Education,872,4467,Delhi,Orphanage
D3737,Shelter,794,3176,Bangalore,Orphanage
D3738,Arts,622,2086,Bangalore,Orphanage
D3739,Food,535,4648,Delhi,NGO
D3740,"Education,Health",599,2232,Mumbai,NGO
D3741,Shelter,918,4974,Bangalore,NGO
D3742,"Health,Shelter",670,4728,Mumbai,Orphanage
D3743,"Health,Food",840,2940,Chennai,Orphanage
D3744,Education,744,3025,Mumbai,NGO
D3745,"Food,Education",705,3336,Bangalore,NGO
D3746,"Shelter,Arts",553,3415,Kolkata,NGO
D3747,"Education,Arts",777,4390,Delhi,NGO
D3748,"Shelter,Education",903,4699,Delhi,Orphanage
D3749,Food,925,4074,Chennai,Orphanage
D3750,Food,666,2627,Kolkata,NGO
D3751,"Health,Arts",748,4540,Kolkata,Orphanage
D3752,"Health,Arts",849,2664,Bangalore,Orphanage
D3753,"Education,Food",942,3683,Delhi,Orphanage
D3754,"Arts,Shelter",807,4758,Mumbai,Orphanage
D3755,Health,654,2333,Bangalore,NGO
D3756,"Health,Arts",582,4192,Delhi,Orphanage
D3757,Food,796,4300,Bangalore,NGO
D3758,Shelter,810,4929,Delhi,NGO
D3759,"Food,Arts",505,4450,Chennai,Orphanage
D3760,"Education,Food",917,2197,Delhi,Orphanage
D3761,Education,605,4647,Bangalore,Orphanage
D3762,Education,629,4325,Delhi,NGO
D3763,Education,544,3075,Chennai,NGO
D3764,"Education,Food",944,3368,Delhi,NGO
D3765,Education,934,4794,Chennai,NGO
D3766,"Shelter,Arts",994,4441,Chennai,NGO
D3767,"Shelter,Education",689,2898,Kolkata,NGO
D3768,"Food,Shelter",653,2224,Kolkata,NGO
D3769,"Arts,Food",953,2050,Bangalore,Orphanage
D3770,"Food,Shelter",992,3161,Chennai,NGO
D3771,Food,856,4484,Kolkata,Orphanage
D3772,"Health,Shelter",566,3787,Bangalore,Orphanage
D3773,"Food,Shelter",659,3380,Bangalore,Orphanage
D3774,Education,934,2446,Kolkata,NGO
D3775,Arts,978,4187,Bangalore,Orphanage
D3776,Health,534,2660,Bangalore,NGO
D3777,"Education,Health",758,2714,Kolkata,NGO
D3778,Health,960,2571,Mumbai,NGO
D3779,"Education,Shelter",697,3782,Delhi,Orphanage
D3780,Health,696,2613,Kolkata,Orphanage
D3781,Arts,785,3289,Bangalore,NGO
D3782,Food,694,3838,Delhi,Orphanage
D3783,"Shelter,Food",554,3892,Chennai,Orphanage
D3784,"Arts,Education",568,4371,Kolkata,NGO
D3785,"Education,Food",662,4617,Delhi,Orphanage
D3786,"Food,Education",541,3454,Bangalore,Orphanage
D3787,Shelter,733,4740,Chennai,Orphanage
D3788,"Health,Arts",800,3944,Bangalore,NGO
D3789,Shelter,779,3658,Bangalore,NGO
D3790,"Health,Shelter",644,2057,Mumbai,NGO
D3791,Education,623,2730,Bangalore,NGO
D3792,"Food,Arts",521,4508,Kolkata,NGO
D3793,Health,581,3151,Mumbai,NGO
D3794,"Education,Health",712,2367,Delhi,Orphanage
D3795,"Food,Arts",870,2064,Bangalore,NGO
D3796,"Health,Food",951,4892,Bangalore,NGO
D3797,"Food,Education",534,4307,Kolkata,NGO
D3798,Shelter,583,3655,Bangalore,Orphanage
D3799,"Education,Shelter",771,4026,Chennai,Orphanage
D3800,Shelter,607,3017,Chennai,NGO
D3801,Arts,571,4188,Bangalore,NGO
D3802,"Health,Arts",586,2455,Kolkata,NGO
D3803,"Health,Food",965,3324,Kolkata,Orphanage
D3804,"Food,Education",963,2452,Delhi,NGO
D3805,Education,977,4218,Chennai,Orphanage
D3806,Shelter,971,3450,Kolkata,NGO
D3807,Arts,719,4274,Kolkata,NGO
D3808,Education,721,4511,Bangalore,NGO
D3809,"Shelter,Education",584,2533,Bangalore,Orphanage
D3810,"Education,Food",708,3225,Chennai,NGO
D3811,"Education,Shelter",723,4462,Chennai,Orphanage
D3812,Education,620,2770,Chennai,NGO
D3813,Shelter,902,4396,Chennai,NGO
D3814,Health,842,3979,Chennai,Orphanage
D3815,"Education,Health",850,2035,Delhi,Orphanage
D3816,Arts,861,4476,Delhi,Orphanage
D3817,"Arts,Food",850,3056,Delhi,NGO
D3818,Food,996,3110,Chennai,Orphanage
D3819,Food,914,2301,Chennai,Orphanage
D3820,Health,928,3298,Kolkata,NGO
D3821,"Health,Arts",628,3307,Chennai,NGO
D3822,"Health,Education",689,2061,Kolkata,NGO
D3823,Food,555,2102,Kolkata,Orphanage
D3824,"Arts,Education",613,3114,Bangalore,Orphanage
D3825,Food,933,4766,Mumbai,Orphanage
D3826,Shelter,578,3433,Bangalore,Orphanage
D3827,Education,503,3298,Kolkata,NGO
D3828,Food,699,4942,Chennai,NGO
D3829,Health,500,3437,Delhi,Orphanage
D3830,Arts,768,4748,Delhi,NGO
D3831,Food,694,4177,Bangalore,NGO
D3832,Shelter,550,4626,Chennai,Orphanage
D3833,Shelter,552,3697,Bangalore,Orphanage
D3834,Shelter,954,3816,Delhi,Orphanage
D3835,"Education,Shelter",912,2787,Mumbai,Orphanage
D3836,"Arts,Health",867,4298,Kolkata,Orphanage
D3837,Health,802,3728,Bangalore,NGO
D3838,"Health,Education",787,4177,Delhi,Orphanage
D3839,"Food,Shelter",811,4618,Mumbai,Orphanage
D3840,"Shelter,Health",917,3414,Chennai,Orphanage
D3841,"Health,Arts",830,4736,Bangalore,Orphanage
D3842,Food,752,2289,Delhi,Orphanage
D3843,Shelter,651,3496,Chennai,NGO
D3844,Food,904,4126,Chennai,Orphanage
D3845,"Food,Arts",770,3819,Kolkata,Orphanage
D3846,Education,585,2534,Mumbai,NGO
D3847,Food,527,2622,Mumbai,NGO
D3848,Shelter,861,2971,Bangalore,NGO
D3849,"Food,Shelter",684,4214,Bangalore,Orphanage
D3850,"Food,Education",901,3429,Kolkata,Orphanage
D3851,Health,940,4350,Delhi,Orphanage
D3852,Food,880,4463,Mumbai,NGO
D3853,"Shelter,Health",738,2042,Kolkata,NGO
D3854,"Arts,Food",741,3283,Bangalore,NGO
D3855,"Health,Arts",509,3519,Bangalore,NGO
D3856,Health,918,2941,Kolkata,NGO
D3857,"Shelter,Food",703,2463,Bangalore,NGO
D3858,Shelter,864,3485,Delhi,NGO
D3859,Food,942,2152,Chennai,NGO
D3860,"Education,Food",863,4866,Chennai,NGO
D3861,"Shelter,Education",658,4458,Bangalore,NGO
D3862,Health,971,3097,Mumbai,Orphanage
D3863,Food,946,4811,Delhi,Orphanage
D3864,"Shelter,Health",928,4300,Bangalore,Orphanage
D3865,"Health,Food",892,3103,Delhi,Orphanage
D3866,Health,999,3793,Mumbai,Orphanage
D3867,Shelter,516,2786,Kolkata,NGO
D3868,"Shelter,Food",895,3614,Kolkata,Orphanage
D3869,Food,556,3414,Delhi,Orphanage
D3870,"Arts,Health",990,3059,Chennai,NGO
D3871,"Arts,Health",707,2625,Kolkata,NGO
D3872,"Food,Shelter",833,4743,Bangalore,NGO
D3873,Health,729,2264,Mumbai,NGO
D3874,Food,713,3788,Chennai,Orphanage
D3875,"Shelter,Arts",680,3976,Chennai,NGO
D3876,Arts,1000,4274,Kolkata,NGO
D3877,"Shelter,Food",783,2820,Bangalore,NGO
D3878,"Arts,Food",656,2362,Chennai,NGO
